dateRep,year,month,day,cases,deaths,countriesAndTerritories,geoId,popData2020,countryterritoryCode,continentExp
21/10/2022,2022,10,21,25422,75,Spain,ES,47332614,ESP,Europe
14/10/2022,2022,10,14,20652,68,Spain,ES,47332614,ESP,Europe
07/10/2022,2022,10,07,10843,68,Spain,ES,47332614,ESP,Europe
04/10/2022,2022,10,04,8114,83,Spain,ES,47332614,ESP,Europe
30/09/2022,2022,09,30,10721,95,Spain,ES,47332614,ESP,Europe
27/09/2022,2022,09,27,8761,75,Spain,ES,47332614,ESP,Europe
23/09/2022,2022,09,23,10306,72,Spain,ES,47332614,ESP,Europe
20/09/2022,2022,09,20,8320,55,Spain,ES,47332614,ESP,Europe
16/09/2022,2022,09,16,10760,65,Spain,ES,47332614,ESP,Europe
13/09/2022,2022,09,13,6469,65,Spain,ES,47332614,ESP,Europe
09/09/2022,2022,09,09,8416,101,Spain,ES,47332614,ESP,Europe
06/09/2022,2022,09,06,6703,107,Spain,ES,47332614,ESP,Europe
02/09/2022,2022,09,02,9489,117,Spain,ES,47332614,ESP,Europe
30/08/2022,2022,08,30,9554,97,Spain,ES,47332614,ESP,Europe
26/08/2022,2022,08,26,9192,141,Spain,ES,47332614,ESP,Europe
23/08/2022,2022,08,23,9020,119,Spain,ES,47332614,ESP,Europe
19/08/2022,2022,08,19,8463,195,Spain,ES,47332614,ESP,Europe
16/08/2022,2022,08,16,12162,181,Spain,ES,47332614,ESP,Europe
12/08/2022,2022,08,12,13582,236,Spain,ES,47332614,ESP,Europe
09/08/2022,2022,08,09,14373,222,Spain,ES,47332614,ESP,Europe
05/08/2022,2022,08,05,20188,310,Spain,ES,47332614,ESP,Europe
02/08/2022,2022,08,02,19417,273,Spain,ES,47332614,ESP,Europe
29/07/2022,2022,07,29,26018,353,Spain,ES,47332614,ESP,Europe
26/07/2022,2022,07,26,39089,358,Spain,ES,47332614,ESP,Europe
22/07/2022,2022,07,22,72704,518,Spain,ES,47332614,ESP,Europe
19/07/2022,2022,07,19,41683,382,Spain,ES,47332614,ESP,Europe
15/07/2022,2022,07,15,57635,428,Spain,ES,47332614,ESP,Europe
12/07/2022,2022,07,12,59226,292,Spain,ES,47332614,ESP,Europe
08/07/2022,2022,07,08,83613,321,Spain,ES,47332614,ESP,Europe
05/07/2022,2022,07,05,71818,188,Spain,ES,47332614,ESP,Europe
01/07/2022,2022,07,01,84146,207,Spain,ES,47332614,ESP,Europe
28/06/2022,2022,06,28,52218,152,Spain,ES,47332614,ESP,Europe
24/06/2022,2022,06,24,68186,194,Spain,ES,47332614,ESP,Europe
21/06/2022,2022,06,21,50235,160,Spain,ES,47332614,ESP,Europe
17/06/2022,2022,06,17,48272,193,Spain,ES,47332614,ESP,Europe
14/06/2022,2022,06,14,36133,157,Spain,ES,47332614,ESP,Europe
13/06/2022,2022,06,13,,0,Spain,ES,47332614,ESP,Europe
12/06/2022,2022,06,12,,3,Spain,ES,47332614,ESP,Europe
11/06/2022,2022,06,11,,5,Spain,ES,47332614,ESP,Europe
10/06/2022,2022,06,10,42456,19,Spain,ES,47332614,ESP,Europe
09/06/2022,2022,06,09,,25,Spain,ES,47332614,ESP,Europe
08/06/2022,2022,06,08,,36,Spain,ES,47332614,ESP,Europe
07/06/2022,2022,06,07,33293,37,Spain,ES,47332614,ESP,Europe
06/06/2022,2022,06,06,,32,Spain,ES,47332614,ESP,Europe
05/06/2022,2022,06,05,,36,Spain,ES,47332614,ESP,Europe
04/06/2022,2022,06,04,,34,Spain,ES,47332614,ESP,Europe
03/06/2022,2022,06,03,42989,38,Spain,ES,47332614,ESP,Europe
02/06/2022,2022,06,02,,36,Spain,ES,47332614,ESP,Europe
01/06/2022,2022,06,01,,59,Spain,ES,47332614,ESP,Europe
31/05/2022,2022,05,31,33992,41,Spain,ES,47332614,ESP,Europe
30/05/2022,2022,05,30,,47,Spain,ES,47332614,ESP,Europe
29/05/2022,2022,05,29,,36,Spain,ES,47332614,ESP,Europe
28/05/2022,2022,05,28,,38,Spain,ES,47332614,ESP,Europe
27/05/2022,2022,05,27,45919,42,Spain,ES,47332614,ESP,Europe
26/05/2022,2022,05,26,,44,Spain,ES,47332614,ESP,Europe
25/05/2022,2022,05,25,,48,Spain,ES,47332614,ESP,Europe
24/05/2022,2022,05,24,42272,62,Spain,ES,47332614,ESP,Europe
23/05/2022,2022,05,23,,58,Spain,ES,47332614,ESP,Europe
22/05/2022,2022,05,22,,59,Spain,ES,47332614,ESP,Europe
21/05/2022,2022,05,21,,50,Spain,ES,47332614,ESP,Europe
20/05/2022,2022,05,20,58839,67,Spain,ES,47332614,ESP,Europe
19/05/2022,2022,05,19,,65,Spain,ES,47332614,ESP,Europe
18/05/2022,2022,05,18,,60,Spain,ES,47332614,ESP,Europe
17/05/2022,2022,05,17,52112,63,Spain,ES,47332614,ESP,Europe
16/05/2022,2022,05,16,,67,Spain,ES,47332614,ESP,Europe
15/05/2022,2022,05,15,,58,Spain,ES,47332614,ESP,Europe
14/05/2022,2022,05,14,,61,Spain,ES,47332614,ESP,Europe
13/05/2022,2022,05,13,68234,66,Spain,ES,47332614,ESP,Europe
12/05/2022,2022,05,12,,89,Spain,ES,47332614,ESP,Europe
11/05/2022,2022,05,11,,65,Spain,ES,47332614,ESP,Europe
10/05/2022,2022,05,10,49829,77,Spain,ES,47332614,ESP,Europe
09/05/2022,2022,05,09,,74,Spain,ES,47332614,ESP,Europe
08/05/2022,2022,05,08,,63,Spain,ES,47332614,ESP,Europe
07/05/2022,2022,05,07,,57,Spain,ES,47332614,ESP,Europe
06/05/2022,2022,05,06,55578,71,Spain,ES,47332614,ESP,Europe
05/05/2022,2022,05,05,,56,Spain,ES,47332614,ESP,Europe
04/05/2022,2022,05,04,,66,Spain,ES,47332614,ESP,Europe
03/05/2022,2022,05,03,57329,62,Spain,ES,47332614,ESP,Europe
02/05/2022,2022,05,02,,48,Spain,ES,47332614,ESP,Europe
01/05/2022,2022,05,01,,59,Spain,ES,47332614,ESP,Europe
30/04/2022,2022,04,30,,51,Spain,ES,47332614,ESP,Europe
29/04/2022,2022,04,29,62695,50,Spain,ES,47332614,ESP,Europe
28/04/2022,2022,04,28,,57,Spain,ES,47332614,ESP,Europe
27/04/2022,2022,04,27,,52,Spain,ES,47332614,ESP,Europe
26/04/2022,2022,04,26,47421,54,Spain,ES,47332614,ESP,Europe
25/04/2022,2022,04,25,,50,Spain,ES,47332614,ESP,Europe
24/04/2022,2022,04,24,,52,Spain,ES,47332614,ESP,Europe
23/04/2022,2022,04,23,,56,Spain,ES,47332614,ESP,Europe
22/04/2022,2022,04,22,49143,63,Spain,ES,47332614,ESP,Europe
21/04/2022,2022,04,21,,53,Spain,ES,47332614,ESP,Europe
20/04/2022,2022,04,20,,44,Spain,ES,47332614,ESP,Europe
19/04/2022,2022,04,19,74679,52,Spain,ES,47332614,ESP,Europe
18/04/2022,2022,04,18,,44,Spain,ES,47332614,ESP,Europe
17/04/2022,2022,04,17,,50,Spain,ES,47332614,ESP,Europe
16/04/2022,2022,04,16,,65,Spain,ES,47332614,ESP,Europe
15/04/2022,2022,04,15,,46,Spain,ES,47332614,ESP,Europe
14/04/2022,2022,04,14,,41,Spain,ES,47332614,ESP,Europe
13/04/2022,2022,04,13,,44,Spain,ES,47332614,ESP,Europe
12/04/2022,2022,04,12,34727,61,Spain,ES,47332614,ESP,Europe
11/04/2022,2022,04,11,,38,Spain,ES,47332614,ESP,Europe
10/04/2022,2022,04,10,,47,Spain,ES,47332614,ESP,Europe
09/04/2022,2022,04,09,,42,Spain,ES,47332614,ESP,Europe
08/04/2022,2022,04,08,48834,35,Spain,ES,47332614,ESP,Europe
07/04/2022,2022,04,07,,53,Spain,ES,47332614,ESP,Europe
06/04/2022,2022,04,06,,42,Spain,ES,47332614,ESP,Europe
05/04/2022,2022,04,05,1353,49,Spain,ES,47332614,ESP,Europe
04/04/2022,2022,04,04,3162,37,Spain,ES,47332614,ESP,Europe
03/04/2022,2022,04,03,2784,36,Spain,ES,47332614,ESP,Europe
02/04/2022,2022,04,02,6634,37,Spain,ES,47332614,ESP,Europe
01/04/2022,2022,04,01,5780,39,Spain,ES,47332614,ESP,Europe
31/03/2022,2022,03,31,6186,38,Spain,ES,47332614,ESP,Europe
30/03/2022,2022,03,30,9454,50,Spain,ES,47332614,ESP,Europe
29/03/2022,2022,03,29,10246,47,Spain,ES,47332614,ESP,Europe
28/03/2022,2022,03,28,11844,32,Spain,ES,47332614,ESP,Europe
27/03/2022,2022,03,27,8742,39,Spain,ES,47332614,ESP,Europe
26/03/2022,2022,03,26,11003,39,Spain,ES,47332614,ESP,Europe
25/03/2022,2022,03,25,10093,46,Spain,ES,47332614,ESP,Europe
24/03/2022,2022,03,24,11718,48,Spain,ES,47332614,ESP,Europe
23/03/2022,2022,03,23,18081,49,Spain,ES,47332614,ESP,Europe
22/03/2022,2022,03,22,19817,42,Spain,ES,47332614,ESP,Europe
21/03/2022,2022,03,21,22445,47,Spain,ES,47332614,ESP,Europe
20/03/2022,2022,03,20,18129,41,Spain,ES,47332614,ESP,Europe
19/03/2022,2022,03,19,18516,62,Spain,ES,47332614,ESP,Europe
18/03/2022,2022,03,18,12246,44,Spain,ES,47332614,ESP,Europe
17/03/2022,2022,03,17,12022,50,Spain,ES,47332614,ESP,Europe
16/03/2022,2022,03,16,18596,59,Spain,ES,47332614,ESP,Europe
15/03/2022,2022,03,15,18923,60,Spain,ES,47332614,ESP,Europe
14/03/2022,2022,03,14,20660,50,Spain,ES,47332614,ESP,Europe
13/03/2022,2022,03,13,16108,47,Spain,ES,47332614,ESP,Europe
12/03/2022,2022,03,12,17001,59,Spain,ES,47332614,ESP,Europe
11/03/2022,2022,03,11,11395,59,Spain,ES,47332614,ESP,Europe
10/03/2022,2022,03,10,11635,76,Spain,ES,47332614,ESP,Europe
09/03/2022,2022,03,09,17367,67,Spain,ES,47332614,ESP,Europe
08/03/2022,2022,03,08,18441,71,Spain,ES,47332614,ESP,Europe
07/03/2022,2022,03,07,18934,58,Spain,ES,47332614,ESP,Europe
06/03/2022,2022,03,06,15080,72,Spain,ES,47332614,ESP,Europe
05/03/2022,2022,03,05,16010,62,Spain,ES,47332614,ESP,Europe
04/03/2022,2022,03,04,11428,66,Spain,ES,47332614,ESP,Europe
03/03/2022,2022,03,03,12960,80,Spain,ES,47332614,ESP,Europe
02/03/2022,2022,03,02,19605,66,Spain,ES,47332614,ESP,Europe
01/03/2022,2022,03,01,19836,79,Spain,ES,47332614,ESP,Europe
28/02/2022,2022,02,28,19422,97,Spain,ES,47332614,ESP,Europe
27/02/2022,2022,02,27,12553,65,Spain,ES,47332614,ESP,Europe
26/02/2022,2022,02,26,13632,80,Spain,ES,47332614,ESP,Europe
25/02/2022,2022,02,25,11034,96,Spain,ES,47332614,ESP,Europe
24/02/2022,2022,02,24,12614,100,Spain,ES,47332614,ESP,Europe
23/02/2022,2022,02,23,18368,97,Spain,ES,47332614,ESP,Europe
22/02/2022,2022,02,22,20371,126,Spain,ES,47332614,ESP,Europe
21/02/2022,2022,02,21,22311,96,Spain,ES,47332614,ESP,Europe
20/02/2022,2022,02,20,16173,98,Spain,ES,47332614,ESP,Europe
19/02/2022,2022,02,19,18145,109,Spain,ES,47332614,ESP,Europe
18/02/2022,2022,02,18,16009,99,Spain,ES,47332614,ESP,Europe
17/02/2022,2022,02,17,16945,135,Spain,ES,47332614,ESP,Europe
16/02/2022,2022,02,16,23901,150,Spain,ES,47332614,ESP,Europe
15/02/2022,2022,02,15,27535,192,Spain,ES,47332614,ESP,Europe
14/02/2022,2022,02,14,30612,159,Spain,ES,47332614,ESP,Europe
13/02/2022,2022,02,13,21874,166,Spain,ES,47332614,ESP,Europe
12/02/2022,2022,02,12,24384,164,Spain,ES,47332614,ESP,Europe
11/02/2022,2022,02,11,24327,217,Spain,ES,47332614,ESP,Europe
10/02/2022,2022,02,10,27448,187,Spain,ES,47332614,ESP,Europe
09/02/2022,2022,02,09,37909,220,Spain,ES,47332614,ESP,Europe
08/02/2022,2022,02,08,43404,224,Spain,ES,47332614,ESP,Europe
07/02/2022,2022,02,07,49710,217,Spain,ES,47332614,ESP,Europe
06/02/2022,2022,02,06,33346,223,Spain,ES,47332614,ESP,Europe
05/02/2022,2022,02,05,37888,214,Spain,ES,47332614,ESP,Europe
04/02/2022,2022,02,04,41205,231,Spain,ES,47332614,ESP,Europe
03/02/2022,2022,02,03,44978,243,Spain,ES,47332614,ESP,Europe
02/02/2022,2022,02,02,59982,244,Spain,ES,47332614,ESP,Europe
01/02/2022,2022,02,01,66851,258,Spain,ES,47332614,ESP,Europe
31/01/2022,2022,01,31,76070,269,Spain,ES,47332614,ESP,Europe
30/01/2022,2022,01,30,53388,235,Spain,ES,47332614,ESP,Europe
29/01/2022,2022,01,29,59652,246,Spain,ES,47332614,ESP,Europe
28/01/2022,2022,01,28,67530,256,Spain,ES,47332614,ESP,Europe
27/01/2022,2022,01,27,75815,231,Spain,ES,47332614,ESP,Europe
26/01/2022,2022,01,26,98157,250,Spain,ES,47332614,ESP,Europe
25/01/2022,2022,01,25,109516,253,Spain,ES,47332614,ESP,Europe
24/01/2022,2022,01,24,127574,252,Spain,ES,47332614,ESP,Europe
23/01/2022,2022,01,23,86877,209,Spain,ES,47332614,ESP,Europe
22/01/2022,2022,01,22,93142,194,Spain,ES,47332614,ESP,Europe
21/01/2022,2022,01,21,105735,232,Spain,ES,47332614,ESP,Europe
20/01/2022,2022,01,20,109537,217,Spain,ES,47332614,ESP,Europe
19/01/2022,2022,01,19,135357,239,Spain,ES,47332614,ESP,Europe
18/01/2022,2022,01,18,141388,217,Spain,ES,47332614,ESP,Europe
17/01/2022,2022,01,17,148605,227,Spain,ES,47332614,ESP,Europe
16/01/2022,2022,01,16,100899,223,Spain,ES,47332614,ESP,Europe
15/01/2022,2022,01,15,109310,185,Spain,ES,47332614,ESP,Europe
14/01/2022,2022,01,14,106601,202,Spain,ES,47332614,ESP,Europe
13/01/2022,2022,01,13,118589,198,Spain,ES,47332614,ESP,Europe
12/01/2022,2022,01,12,146945,176,Spain,ES,47332614,ESP,Europe
11/01/2022,2022,01,11,157559,168,Spain,ES,47332614,ESP,Europe
10/01/2022,2022,01,10,165396,197,Spain,ES,47332614,ESP,Europe
09/01/2022,2022,01,09,127894,153,Spain,ES,47332614,ESP,Europe
08/01/2022,2022,01,08,127647,159,Spain,ES,47332614,ESP,Europe
07/01/2022,2022,01,07,125621,143,Spain,ES,47332614,ESP,Europe
06/01/2022,2022,01,06,82859,125,Spain,ES,47332614,ESP,Europe
05/01/2022,2022,01,05,158491,132,Spain,ES,47332614,ESP,Europe
04/01/2022,2022,01,04,130285,151,Spain,ES,47332614,ESP,Europe
03/01/2022,2022,01,03,154042,144,Spain,ES,47332614,ESP,Europe
02/01/2022,2022,01,02,110483,110,Spain,ES,47332614,ESP,Europe
01/01/2022,2022,01,01,93666,108,Spain,ES,47332614,ESP,Europe
31/12/2021,2021,12,31,95054,100,Spain,ES,47332614,ESP,Europe
30/12/2021,2021,12,30,118347,113,Spain,ES,47332614,ESP,Europe
29/12/2021,2021,12,29,130742,106,Spain,ES,47332614,ESP,Europe
28/12/2021,2021,12,28,137670,97,Spain,ES,47332614,ESP,Europe
27/12/2021,2021,12,27,131408,100,Spain,ES,47332614,ESP,Europe
26/12/2021,2021,12,26,87152,91,Spain,ES,47332614,ESP,Europe
25/12/2021,2021,12,25,75113,86,Spain,ES,47332614,ESP,Europe
24/12/2021,2021,12,24,68936,75,Spain,ES,47332614,ESP,Europe
23/12/2021,2021,12,23,80122,87,Spain,ES,47332614,ESP,Europe
22/12/2021,2021,12,22,81957,79,Spain,ES,47332614,ESP,Europe
21/12/2021,2021,12,21,83199,74,Spain,ES,47332614,ESP,Europe
20/12/2021,2021,12,20,68998,88,Spain,ES,47332614,ESP,Europe
19/12/2021,2021,12,19,42142,73,Spain,ES,47332614,ESP,Europe
18/12/2021,2021,12,18,36867,69,Spain,ES,47332614,ESP,Europe
17/12/2021,2021,12,17,36241,81,Spain,ES,47332614,ESP,Europe
16/12/2021,2021,12,16,33755,93,Spain,ES,47332614,ESP,Europe
15/12/2021,2021,12,15,38372,51,Spain,ES,47332614,ESP,Europe
14/12/2021,2021,12,14,34570,67,Spain,ES,47332614,ESP,Europe
13/12/2021,2021,12,13,31752,69,Spain,ES,47332614,ESP,Europe
12/12/2021,2021,12,12,21526,49,Spain,ES,47332614,ESP,Europe
11/12/2021,2021,12,11,20911,55,Spain,ES,47332614,ESP,Europe
10/12/2021,2021,12,10,19694,52,Spain,ES,47332614,ESP,Europe
09/12/2021,2021,12,09,19075,51,Spain,ES,47332614,ESP,Europe
08/12/2021,2021,12,08,18940,48,Spain,ES,47332614,ESP,Europe
07/12/2021,2021,12,07,20135,46,Spain,ES,47332614,ESP,Europe
06/12/2021,2021,12,06,10500,53,Spain,ES,47332614,ESP,Europe
05/12/2021,2021,12,05,12954,45,Spain,ES,47332614,ESP,Europe
04/12/2021,2021,12,04,9576,42,Spain,ES,47332614,ESP,Europe
03/12/2021,2021,12,03,11951,44,Spain,ES,47332614,ESP,Europe
02/12/2021,2021,12,02,12670,36,Spain,ES,47332614,ESP,Europe
01/12/2021,2021,12,01,14556,42,Spain,ES,47332614,ESP,Europe
30/11/2021,2021,11,30,14414,44,Spain,ES,47332614,ESP,Europe
29/11/2021,2021,11,29,13239,40,Spain,ES,47332614,ESP,Europe
28/11/2021,2021,11,28,10174,27,Spain,ES,47332614,ESP,Europe
27/11/2021,2021,11,27,9776,30,Spain,ES,47332614,ESP,Europe
26/11/2021,2021,11,26,6798,31,Spain,ES,47332614,ESP,Europe
25/11/2021,2021,11,25,7569,30,Spain,ES,47332614,ESP,Europe
24/11/2021,2021,11,24,10365,19,Spain,ES,47332614,ESP,Europe
23/11/2021,2021,11,23,9583,26,Spain,ES,47332614,ESP,Europe
22/11/2021,2021,11,22,8853,32,Spain,ES,47332614,ESP,Europe
21/11/2021,2021,11,21,7346,28,Spain,ES,47332614,ESP,Europe
20/11/2021,2021,11,20,7228,21,Spain,ES,47332614,ESP,Europe
19/11/2021,2021,11,19,4651,15,Spain,ES,47332614,ESP,Europe
18/11/2021,2021,11,18,5326,22,Spain,ES,47332614,ESP,Europe
17/11/2021,2021,11,17,6956,21,Spain,ES,47332614,ESP,Europe
16/11/2021,2021,11,16,6574,23,Spain,ES,47332614,ESP,Europe
15/11/2021,2021,11,15,6423,23,Spain,ES,47332614,ESP,Europe
14/11/2021,2021,11,14,5152,22,Spain,ES,47332614,ESP,Europe
13/11/2021,2021,11,13,4899,17,Spain,ES,47332614,ESP,Europe
12/11/2021,2021,11,12,2840,28,Spain,ES,47332614,ESP,Europe
11/11/2021,2021,11,11,3158,19,Spain,ES,47332614,ESP,Europe
10/11/2021,2021,11,10,4567,22,Spain,ES,47332614,ESP,Europe
09/11/2021,2021,11,09,4486,25,Spain,ES,47332614,ESP,Europe
08/11/2021,2021,11,08,3879,29,Spain,ES,47332614,ESP,Europe
07/11/2021,2021,11,07,2934,20,Spain,ES,47332614,ESP,Europe
06/11/2021,2021,11,06,3102,14,Spain,ES,47332614,ESP,Europe
05/11/2021,2021,11,05,1772,10,Spain,ES,47332614,ESP,Europe
04/11/2021,2021,11,04,1952,10,Spain,ES,47332614,ESP,Europe
03/11/2021,2021,11,03,3014,19,Spain,ES,47332614,ESP,Europe
02/11/2021,2021,11,02,3106,8,Spain,ES,47332614,ESP,Europe
01/11/2021,2021,11,01,2528,15,Spain,ES,47332614,ESP,Europe
31/10/2021,2021,10,31,2314,13,Spain,ES,47332614,ESP,Europe
30/10/2021,2021,10,30,1203,17,Spain,ES,47332614,ESP,Europe
29/10/2021,2021,10,29,1487,7,Spain,ES,47332614,ESP,Europe
28/10/2021,2021,10,28,1504,20,Spain,ES,47332614,ESP,Europe
27/10/2021,2021,10,27,2218,16,Spain,ES,47332614,ESP,Europe
26/10/2021,2021,10,26,2106,13,Spain,ES,47332614,ESP,Europe
25/10/2021,2021,10,25,2305,17,Spain,ES,47332614,ESP,Europe
24/10/2021,2021,10,24,1789,15,Spain,ES,47332614,ESP,Europe
23/10/2021,2021,10,23,1857,15,Spain,ES,47332614,ESP,Europe
22/10/2021,2021,10,22,1254,14,Spain,ES,47332614,ESP,Europe
21/10/2021,2021,10,21,1282,22,Spain,ES,47332614,ESP,Europe
20/10/2021,2021,10,20,1949,25,Spain,ES,47332614,ESP,Europe
19/10/2021,2021,10,19,1942,18,Spain,ES,47332614,ESP,Europe
18/10/2021,2021,10,18,2184,15,Spain,ES,47332614,ESP,Europe
17/10/2021,2021,10,17,1690,16,Spain,ES,47332614,ESP,Europe
16/10/2021,2021,10,16,1627,15,Spain,ES,47332614,ESP,Europe
15/10/2021,2021,10,15,1061,18,Spain,ES,47332614,ESP,Europe
14/10/2021,2021,10,14,1243,20,Spain,ES,47332614,ESP,Europe
13/10/2021,2021,10,13,1620,22,Spain,ES,47332614,ESP,Europe
12/10/2021,2021,10,12,857,15,Spain,ES,47332614,ESP,Europe
11/10/2021,2021,10,11,2293,23,Spain,ES,47332614,ESP,Europe
10/10/2021,2021,10,10,1288,18,Spain,ES,47332614,ESP,Europe
09/10/2021,2021,10,09,1219,18,Spain,ES,47332614,ESP,Europe
08/10/2021,2021,10,08,1731,19,Spain,ES,47332614,ESP,Europe
07/10/2021,2021,10,07,1512,25,Spain,ES,47332614,ESP,Europe
06/10/2021,2021,10,06,1618,24,Spain,ES,47332614,ESP,Europe
05/10/2021,2021,10,05,1645,15,Spain,ES,47332614,ESP,Europe
04/10/2021,2021,10,04,1863,30,Spain,ES,47332614,ESP,Europe
03/10/2021,2021,10,03,1144,17,Spain,ES,47332614,ESP,Europe
02/10/2021,2021,10,02,1222,36,Spain,ES,47332614,ESP,Europe
01/10/2021,2021,10,01,1759,29,Spain,ES,47332614,ESP,Europe
30/09/2021,2021,09,30,1445,34,Spain,ES,47332614,ESP,Europe
29/09/2021,2021,09,29,1784,25,Spain,ES,47332614,ESP,Europe
28/09/2021,2021,09,28,1786,25,Spain,ES,47332614,ESP,Europe
27/09/2021,2021,09,27,2235,24,Spain,ES,47332614,ESP,Europe
26/09/2021,2021,09,26,1327,22,Spain,ES,47332614,ESP,Europe
25/09/2021,2021,09,25,1473,29,Spain,ES,47332614,ESP,Europe
24/09/2021,2021,09,24,2125,40,Spain,ES,47332614,ESP,Europe
23/09/2021,2021,09,23,1984,31,Spain,ES,47332614,ESP,Europe
22/09/2021,2021,09,22,2255,35,Spain,ES,47332614,ESP,Europe
21/09/2021,2021,09,21,2399,48,Spain,ES,47332614,ESP,Europe
20/09/2021,2021,09,20,2383,43,Spain,ES,47332614,ESP,Europe
19/09/2021,2021,09,19,1504,47,Spain,ES,47332614,ESP,Europe
18/09/2021,2021,09,18,1799,48,Spain,ES,47332614,ESP,Europe
17/09/2021,2021,09,17,2492,51,Spain,ES,47332614,ESP,Europe
16/09/2021,2021,09,16,2538,51,Spain,ES,47332614,ESP,Europe
15/09/2021,2021,09,15,2458,62,Spain,ES,47332614,ESP,Europe
